,Unnamed: 0,the_geom,objectid_1,tbbl,address,material,record_typ,city_owned,shape_leng,shape_area
131282,749457,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0798030653389, 40.62501276185148], [-74.0798683025682, 40.62494310722606], [-74.0803196088428, 40.62518903380162], [-74.08025437184303, 40.625258687780715], [-74.0798030653389, 40.62501276185148]]]]}",749382,5005270061,215 CANAL STREET,Potential Lead,HISTORICAL DATA,No,370.394494031,4801.74855897
131283,749460,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07995145540565, 40.62485432475954], [-74.07999176401873, 40.624811286066596], [-74.08005190755108, 40.62474706951976], [-74.08011907770667, 40.624675351212105], [-74.08029538421661, 40.62448710409585], [-74.08051876455093, 40.62489314829844], [-74.0805476138471, 40.62494558790396], [-74.08050321199596, 40.62499299628096], [-74.08044306867505, 40.625057212161614], [-74.08040276020452, 40.625100251011766], [-74.07995145540565, 40.62485432475954]]]]}",749385,5005270065,CANAL STREET,Potential Lead,HISTORICAL DATA,No,568.724379438,17988.468563
131519,750753,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07684622268027, 40.626190984535974], [-74.0768675644287, 40.62618895130263], [-74.07695693291646, 40.626180441035025], [-74.07704908801277, 40.62617166317688], [-74.0770929943048, 40.62645472847956], [-74.07689012694277, 40.626474049916325], [-74.07684622268027, 40.626190984535974]]]]}",750348,5005240007,104 CANAL STREET,Potential Lead,HISTORICAL DATA,No,321.194525756,5893.26018957
131520,750754,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07679074996264, 40.62619626803175], [-74.07684622268027, 40.626190984535974], [-74.07689012694277, 40.626474049916325], [-74.0768346551753, 40.62647933343235], [-74.07679074996264, 40.62619626803175]]]]}",750349,5005240010,100 CANAL STREET,Potential Lead,HISTORICAL DATA,No,238.728244836,1611.46828056
131521,750755,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07658081979861, 40.6262162609265], [-74.0765875807612, 40.626215616152855], [-74.07666649529592, 40.62620810094523], [-74.07671040117232, 40.62649116729266], [-74.07662472531597, 40.626499326405764], [-74.07658081979861, 40.6262162609265]]]]}",750350,5005240012,94 CANAL STREET,Potential Lead,HISTORICAL DATA,No,255.627292122,2488.88296587
131522,750756,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07649062869743, 40.62622485069472], [-74.07649821336308, 40.626224127933675], [-74.07658081979861, 40.6262162609265], [-74.07662472531597, 40.626499326405764], [-74.07653453383787, 40.626507916208276], [-74.07649062869743, 40.62622485069472]]]]}",750351,5005240014,92 CANAL STREET,Potential Lead,HISTORICAL DATA,No,258.153437223,2620.05611231
131551,750882,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0787612664324, 40.624977564831696], [-74.07899235378189, 40.624904682964534], [-74.07909260401934, 40.62507149667016], [-74.07914778231687, 40.62510093092621], [-74.07901004222035, 40.6252484111303], [-74.07885724049157, 40.625158695441115], [-74.0787612664324, 40.624977564831696]]]]}",750477,5005260021,188 CANAL STREET,Potential Lead,HISTORICAL DATA,No,345.629169792,7255.74107279
131552,750887,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07860378113462, 40.62531174854618], [-74.07868749730214, 40.625258878463484], [-74.07889130360883, 40.6253755470823], [-74.07882996286064, 40.62544122538187], [-74.07860378113462, 40.62531174854618]]]]}",750482,5005260041,180 CANAL STREET,Potential Lead,HISTORICAL DATA,No,208.847604994,2191.55885698
131553,750889,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07813585014104, 40.62566763975923], [-74.07810865195539, 40.6256502025557], [-74.07807834069001, 40.6256307683049], [-74.07816583568875, 40.62557645160351], [-74.07834122251552, 40.62566831316822], [-74.07852699568257, 40.62576561551874], [-74.07845995752571, 40.62583739223016], [-74.07845667360714, 40.6258409092018], [-74.07826768519078, 40.62574127387827], [-74.07828015861257, 40.62572685976316], [-74.07815335449011, 40.62565689365972], [-74.07813585014104, 40.62566763975923]]]]}",750484,5005260052,160 CANAL STREET,Potential Lead,OBSERVATION,No,327.304151276,3876.98165157
131554,750891,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07814235712304, 40.62587410752389], [-74.07807612914522, 40.62583770576261], [-74.07797883272785, 40.625784228662646], [-74.07797877477789, 40.62578419718381], [-74.07798352496245, 40.62574181727917], [-74.07798385598882, 40.625738863348076], [-74.07802440136223, 40.62573605953474], [-74.0780469311253, 40.625722227559926], [-74.07839651124354, 40.62590532573382], [-74.07832956724091, 40.62597700234605], [-74.07814235712304, 40.62587410752389]]]]}",750486,5005260055,154 CANAL STREET,Potential Lead,HISTORICAL DATA,No,305.784720827,3765.73185652
131555,750894,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07802610229683, 40.62611634267908], [-74.07802436201924, 40.62610074144656], [-74.07801264090794, 40.626101634612006], [-74.07800512143601, 40.62606204293879], [-74.07799861519128, 40.626027786160066], [-74.07804914737493, 40.626023570750704], [-74.07820824562516, 40.62610690033584], [-74.07813944558318, 40.62618056284474], [-74.07802665671811, 40.62612148877594], [-74.07802610229683, 40.62611634267908]]]]}",750489,5005260061,146 CANAL STREET,Potential Lead,HISTORICAL DATA,No,176.675519827,1779.40922883
