,Unnamed: 0,the_geom,objectid_1,tbbl,address,material,record_typ,city_owned,shape_leng,shape_area
36267,202810,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96029883446853, 40.71453217710939], [-73.96051181712144, 40.71427885571628], [-73.96058713145416, 40.71430978974707], [-73.96042457461681, 40.714503135716186], [-73.96037038168883, 40.71456759272286], [-73.96029883446853, 40.71453217710939]]]]}",202437,3023810008,191 GRAND STREET,Potential Lead,HISTORICAL DATA,No,268.452425029,2615.32238596
36268,202817,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96078165875556, 40.71458905855366], [-73.96090625562545, 40.71444086250059], [-73.96098081544943, 40.71447148624127], [-73.96085248931568, 40.71462411792129], [-73.96078165875556, 40.71458905855366]]]]}",202444,3023810033,179 GRAND STREET,Potential Lead,HISTORICAL DATA,No,177.022681088,1523.84069148
36269,202818,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96085248931568, 40.71462411792129], [-73.96098081544943, 40.71447148624127], [-73.96104120663803, 40.71449629054343], [-73.96090986062097, 40.71465251610264], [-73.96085248931568, 40.71462411792129]]]]}",202445,3023810034,177 GRAND STREET,Potential Lead,HISTORICAL DATA,No,171.580662334,1267.21909635
36274,202839,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95852945497147, 40.71374930054231], [-73.95851555600481, 40.71374233818992], [-73.95866358944083, 40.71352632653135], [-73.95872995990436, 40.713553367462765], [-73.95857876154341, 40.7137739994873], [-73.95852945497147, 40.71374930054231]]]]}",202466,3023820023,249 GRAND STREET,Potential Lead,HISTORICAL DATA,No,221.261222632,1872.16034126
36275,202840,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95858451965726, 40.71377688499377], [-73.95857876154341, 40.7137739994873], [-73.95872995990436, 40.713553367462765], [-73.95878958877583, 40.71357766208693], [-73.95863554412276, 40.71380244452003], [-73.95858451965726, 40.71377688499377]]]]}",202467,3023820024,247 GRAND STREET,Potential Lead,HISTORICAL DATA,No,220.613599189,1715.75310492
36276,202843,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95877416859189, 40.713871886689304], [-73.95875542361179, 40.713862496655054], [-73.95891694420875, 40.713629549100524], [-73.95898222873396, 40.713656148248276], [-73.95881924222175, 40.713894466014075], [-73.95877416859189, 40.713871886689304]]]]}",202470,3023820027,241 GRAND STREET,Potential Lead,HISTORICAL DATA,No,235.548758832,2016.17449198
36280,202859,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95706015985812, 40.7132530956228], [-73.95722235737233, 40.71299206825283], [-73.95728840667596, 40.7130162156571], [-73.95712621291712, 40.71327723501593], [-73.95706015985812, 40.7132530956228]]]]}",202486,3023830029,297 GRAND STREET,Potential Lead,HISTORICAL DATA,No,251.01495514,2136.88305886
36281,202862,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95727931109381, 40.713333184825736], [-73.95744149254212, 40.713072185059886], [-73.95751237408639, 40.71309809822193], [-73.95735019877488, 40.71335908998429], [-73.95727931109381, 40.713333184825736]]]]}",202489,3023830032,291 GRAND STREET,Potential Lead,HISTORICAL DATA,No,253.965364191,2292.99228136
36282,202864,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95759127622341, 40.71344719135189], [-73.95775343185129, 40.71318622896282], [-73.9578321344427, 40.71321500211775], [-73.95766998497712, 40.713475953812704], [-73.95759127622341, 40.71344719135189]]]]}",202491,3023830036,279 GRAND STREET,Potential Lead,HISTORICAL DATA,No,258.744339028,2545.60184794
36284,202880,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9556065247076, 40.71271945902838], [-73.9556482882298, 40.71265391074203], [-73.95568899730848, 40.7125900162724], [-73.95572970630913, 40.71252612178775], [-73.95577150039134, 40.71246052393873], [-73.95584856023217, 40.71248870798743], [-73.95568363453285, 40.712747567562786], [-73.9556065247076, 40.71271945902838]]]]}",202507,3023840026,347 GRAND STREET,Potential Lead,HISTORICAL DATA,No,257.055342169,2484.64018597
36285,202884,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95601750337816, 40.71286865580356], [-73.95618190090536, 40.712610623122714], [-73.95625949942936, 40.71263900431245], [-73.95609515188836, 40.71289695967823], [-73.95601750337816, 40.71286865580356]]]]}",202511,3023840032,331 GRAND STREET,Potential Lead,HISTORICAL DATA,No,256.65419508,2493.26042142
36286,202887,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95622546542182, 40.71294446171443], [-73.95638973201731, 40.712686634906774], [-73.95644886395887, 40.71270826144467], [-73.95628463544722, 40.71296602981719], [-73.95622546542182, 40.71294446171443]]]]}",202514,3023840035,GRAND STREET,Potential Lead,HISTORICAL DATA,No,245.134654245,1898.46990982
36287,202888,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95628463544722, 40.71296602981719], [-73.95644886395887, 40.71270826144467], [-73.95652226248927, 40.71273510639769], [-73.9563580815819, 40.71299280105006], [-73.95628463544722, 40.71296602981719]]]]}",202515,3023840036,323 GRAND STREET,Potential Lead,HISTORICAL DATA,No,253.857561328,2355.90642871
36288,202889,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9563580815819, 40.71299280105006], [-73.95652226248927, 40.71273510639769], [-73.95658646673024, 40.71275858803136], [-73.95642232510866, 40.71301621885305], [-73.9563580815819, 40.71299280105006]]]]}",202516,3023840037,321 GRAND STREET,Potential Lead,HISTORICAL DATA,No,248.145108869,2060.20847583
36290,202905,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95342951599633, 40.71191757568478], [-73.95358921688248, 40.71166493793046], [-73.95367381505373, 40.71169570103793], [-73.95351411559747, 40.711948339809666], [-73.95342951599633, 40.71191757568478]]]]}",202532,3023860024,423 GRAND STREET,Potential Lead,HISTORICAL DATA,No,256.264678903,2654.97585474
36291,202907,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95359657381124, 40.71197832496771], [-73.95375627421038, 40.71172568608305], [-73.95383565730799, 40.71175455410248], [-73.95367595714056, 40.712007193096305], [-73.95359657381124, 40.71197832496771]]]]}",202534,3023860026,417 GRAND STREET,Potential Lead,HISTORICAL DATA,No,253.060269694,2491.31295484
36292,202925,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95157517025277, 40.71122965595357], [-73.95154218388734, 40.711016157948656], [-73.9516349583053, 40.71100690999504], [-73.95167744581815, 40.71128190154832], [-73.95167025657584, 40.7112933026003], [-73.95158629649622, 40.711301672689366], [-73.95157517025277, 40.71122965595357]]]]}",202552,3023870023,489 GRAND STREET,Potential Lead,HISTORICAL DATA,No,259.638610154,2711.91308104
36293,202926,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95164036452476, 40.71100637015867], [-73.95169908258642, 40.71100051717593], [-73.95176839558803, 40.711025929839785], [-73.95166798591528, 40.71118514668499], [-73.95164036452476, 40.71100637015867]]]]}",202553,3023870024,485 GRAND STREET,Potential Lead,HISTORICAL DATA,No,167.67130842,1224.51277068
36294,202928,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95166293108089, 40.7113049206178], [-73.95167025657584, 40.7112933026003], [-73.95168352127742, 40.71129197991495], [-73.95168430086265, 40.71129074294018], [-73.95183571156959, 40.71105061131199], [-73.95191999799759, 40.71108151425975], [-73.95176550354783, 40.71132653718135], [-73.95175729070021, 40.71133951640545], [-73.95166293108089, 40.7113049206178]]]]}",202555,3023870026,479 GRAND STREET,Potential Lead,HISTORICAL DATA,No,265.176593818,2722.05365035
36295,202936,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95224958846035, 40.71150402077357], [-73.9524041052053, 40.71125900442183], [-73.95246737897762, 40.7112822034124], [-73.95231286241233, 40.711527218947786], [-73.95224958846035, 40.71150402077357]]]]}",202563,3023870034,459 GRAND STREET,Potential Lead,HISTORICAL DATA,No,236.969238049,1927.94151867
36296,202940,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95273021033232, 40.71137856544533], [-73.95281409414888, 40.71140931898721], [-73.95265921365765, 40.71165491386225], [-73.95262444571743, 40.71171004414196], [-73.9525405627933, 40.71167929046373], [-73.95273021033232, 40.71137856544533]]]]}",202567,3023870039,449 GRAND STREET,Potential Lead,HISTORICAL DATA,No,294.678041228,3137.02055188
36299,202963,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95946096673451, 40.713651775652394], [-73.95959918108952, 40.7134439629829], [-73.95984628952584, 40.71354521189853], [-73.95970807691543, 40.71375302396192], [-73.95946096673451, 40.713651775652394]]]]}",202590,3023940006,224 GRAND STREET,Potential Lead,HISTORICAL DATA,No,325.321320961,6600.05569344
36300,202965,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.959294228209, 40.71358356707541], [-73.95942533170258, 40.71338719398589], [-73.95943291272279, 40.71337583851724], [-73.95948129330569, 40.71339566048566], [-73.95951213001064, 40.713408296493775], [-73.95937391664208, 40.71361610815968], [-73.959294228209, 40.71358356707541]]]]}",202592,3023940010,234 GRAND STREET,Potential Lead,HISTORICAL DATA,No,219.757277262,2121.78528071
36302,202988,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95768669104197, 40.712988760285846], [-73.95780748822573, 40.71279193317707], [-73.95783716945128, 40.712802447608325], [-73.95788694107455, 40.712820079815636], [-73.95776578867385, 40.713017485004556], [-73.95768669104197, 40.712988760285846]]]]}",202615,3023950008,288 GRAND STREET,Potential Lead,HISTORICAL DATA,No,207.114765974,1925.75401795
36303,202990,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95752241092548, 40.7129291012883], [-73.95764247043816, 40.71273347535998], [-73.9577270143614, 40.71276342500373], [-73.95760657594894, 40.712959665928615], [-73.95752241092548, 40.7129291012883]]]]}",202617,3023950010,292 GRAND STREET,Potential Lead,HISTORICAL DATA,No,209.277008445,2036.83883975
36304,202991,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9574426319968, 40.7129001285097], [-73.95758757214368, 40.71266396543808], [-73.95766733071359, 40.71269297052808], [-73.95764247043816, 40.71273347535998], [-73.95752241092548, 40.7129291012883], [-73.9574426319968, 40.7129001285097]]]]}",202618,3023950011,296 GRAND STREET,Potential Lead,HISTORICAL DATA,No,238.923162288,2326.92808664
36305,202992,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95727656809851, 40.71283982013331], [-73.95739552523757, 40.71264599417182], [-73.95748045465422, 40.71267608011683], [-73.95736111742633, 40.71287052557586], [-73.95727656809851, 40.71283982013331]]]]}",202619,3023950013,302 GRAND STREET,Potential Lead,OBSERVATION,No,208.067822154,2027.37238636
36307,203009,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95610338966212, 40.71241026559461], [-73.95623232561415, 40.71220770156873], [-73.95631554370357, 40.712238065081976], [-73.95618660794577, 40.71244062920025], [-73.95610338966212, 40.71241026559461]]]]}",202636,3023960013,342 GRAND STREET,Potential Lead,HISTORICAL DATA,No,215.173356688,2098.03379037
36308,203011,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95586016213574, 40.712321519108826], [-73.95598909865406, 40.71211895715403], [-73.95607378007641, 40.71214985450435], [-73.95594484375572, 40.71235241655316], [-73.95586016213574, 40.712321519108826]]]]}",202638,3023960016,354 GRAND STREET,Potential Lead,HISTORICAL DATA,No,216.072017169,2134.91203661
36316,203103,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95400597482596, 40.711648095446705], [-73.9541298017185, 40.711451275170404], [-73.95420885407708, 40.7114807245318], [-73.95408542306053, 40.71167691559315], [-73.95400597482596, 40.711648095446705]]]]}",202730,3023980003,408 GRAND STREET,Potential Lead,HISTORICAL DATA,No,207.550086522,1936.76026322
36317,203105,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95392213844279, 40.71161768498783], [-73.95404638491485, 40.71142020039125], [-73.95408774665403, 40.71143560842689], [-73.9539637087859, 40.71163276356401], [-73.95392213844279, 40.71161768498783]]]]}",202732,3023980005,412 GRAND STREET,Potential Lead,HISTORICAL DATA,No,184.940576791,1017.55917467
36318,203107,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95377681749483, 40.71156497025711], [-73.95390178816565, 40.71136633255149], [-73.95397212549834, 40.711392535846066], [-73.95384750685346, 40.711590611849644], [-73.95377681749483, 40.71156497025711]]]]}",202734,3023980007,418 GRAND STREET,Potential Lead,HISTORICAL DATA,No,203.665656686,1739.47649823
36319,203108,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95370863286345, 40.71154023734329], [-73.95383394488977, 40.711341059541326], [-73.95388922941193, 40.711361654770805], [-73.95390178816565, 40.71136633255149], [-73.95377681749483, 40.71156497025711], [-73.95370863286345, 40.71154023734329]]]]}",202735,3023980008,420 GRAND STREET,Potential Lead,HISTORICAL DATA,No,202.571441619,1682.47010337
36320,203112,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95343682359575, 40.71144163884803], [-73.95356349039415, 40.71124030786355], [-73.95357439344734, 40.71122297652592], [-73.9536525413939, 40.711252089114616], [-73.95364163717353, 40.711269419558626], [-73.9535153615185, 40.7114701285332], [-73.95343682359575, 40.71144163884803]]]]}",202739,3023980012,430 GRAND STREET,Potential Lead,HISTORICAL DATA,No,224.63988922,2127.42245607
36851,205775,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94270830351634, 40.711859108394705], [-73.94278635444276, 40.71185183236255], [-73.94283073230812, 40.712128566092304], [-73.94275268106256, 40.712135842154275], [-73.94270830351634, 40.711859108394705]]]]}",210391,3027830031,759 GRAND STREET,Potential Lead,HISTORICAL DATA,No,246.74059443,2214.22830955
36852,205776,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94278635444276, 40.71185183236255], [-73.94287398714474, 40.71184366322332], [-73.94291836418519, 40.71212039691904], [-73.94289999348332, 40.71212210958514], [-73.94283073230812, 40.712128566092304], [-73.94278635444276, 40.71185183236255]]]]}",210392,3027830032,757 GRAND STREET,Potential Lead,HISTORICAL DATA,No,252.092683907,2486.03712437
37269,207767,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9434270665938, 40.7117921038481], [-73.94351993147994, 40.71178344600994], [-73.94356468199095, 40.712062484948454], [-73.94347181790522, 40.712071142822886], [-73.9434270665938, 40.7117921038481]]]]}",210398,3027830040,733 GRAND STREET,Potential Lead,HISTORICAL DATA,No,256.708011215,2656.42410948
37270,207768,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94351993147994, 40.71178344600994], [-73.94360222988023, 40.71177577348269], [-73.9436382410148, 40.71200032090005], [-73.94364697954718, 40.71205481238884], [-73.94356468199095, 40.712062484948454], [-73.94351993147994, 40.71178344600994]]]]}",210399,3027830041,731 GRAND STREET,Potential Lead,HISTORICAL DATA,No,250.805378015,2354.16837792
37546,208746,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94110380073587, 40.71201295783037], [-73.94118617324827, 40.712005085353745], [-73.94122083586723, 40.71221718057137], [-73.94114095025645, 40.712240269375684], [-73.94110380073587, 40.71201295783037]]]]}",208551,3027840025,805 GRAND STREET,Potential Lead,HISTORICAL DATA,No,208.028404967,1856.4614464
37547,208747,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94122992295281, 40.71227278275099], [-73.94122083586723, 40.71221718057137], [-73.94118617324827, 40.712005085353745], [-73.94125265685418, 40.711998731977296], [-73.94129815833816, 40.71227714181922], [-73.94128745564154, 40.71227815663989], [-73.94123166621773, 40.7122834465899], [-73.94122992295281, 40.71227278275099]]]]}",208552,3027840026,801 GRAND STREET,Potential Lead,HISTORICAL DATA,No,241.563404077,1898.58931456
37548,208751,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94150753817527, 40.711974374174275], [-73.94160023332758, 40.71196551608394], [-73.94164577979745, 40.712244188760984], [-73.94155307249018, 40.71225297754227], [-73.94150753817527, 40.711974374174275]]]]}",208556,3027840030,791 GRAND STREET,Potential Lead,HISTORICAL DATA,No,256.396436765,2649.51372376
37549,208754,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94177649974228, 40.711948670361835], [-73.94186847878997, 40.71193987923168], [-73.94190291753266, 40.71215059094693], [-73.94181092642573, 40.71215931185862], [-73.94177649974228, 40.711948670361835]]]]}",208559,3027840033,783 GRAND STREET,Potential Lead,HISTORICAL DATA,No,206.094063896,1987.81023289
37550,208755,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94186847878997, 40.71193987923168], [-73.94195795346882, 40.71193132810225], [-73.94199240308207, 40.712142107334685], [-73.94190291753266, 40.71215059094693], [-73.94186847878997, 40.71193987923168]]]]}",208560,3027840034,779 GRAND STREET,Potential Lead,HISTORICAL DATA,No,204.744903069,1934.30944988
37551,208756,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94195795346882, 40.71193132810225], [-73.94204742694058, 40.71192277780329], [-73.9420818886087, 40.71213362365287], [-73.94199240308207, 40.712142107334685], [-73.94195795346882, 40.71193132810225]]]]}",208561,3027840035,775 GRAND STREET,Potential Lead,HISTORICAL DATA,No,204.7938166,1934.91127865
37604,209012,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93756171794107, 40.712808971691864], [-73.93763970953663, 40.7129908694211], [-73.93754976988619, 40.71299970240368], [-73.93754417782166, 40.71311492782919], [-73.93749735061493, 40.713112895176174], [-73.93738250164743, 40.71285201151889], [-73.93756171794107, 40.712808971691864]]]]}",208867,3029230015,921 GRAND STREET,Potential Lead,HISTORICAL DATA,No,302.199136274,4181.44111092
37672,209411,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94447193485713, 40.711976989491106], [-73.94442641501206, 40.711697852376915], [-73.94452091992419, 40.711689120681136], [-73.9445773360619, 40.712035071004614], [-73.94455142285616, 40.71203746469106], [-73.94448283066725, 40.71204380184588], [-73.94447193485713, 40.711976989491106]]]]}",210354,3027820032,709 GRAND STREET,Potential Lead,HISTORICAL DATA,No,306.797864306,3351.98131692
37800,209916,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94672675099348, 40.711049514828964], [-73.94671662119477, 40.710990025088], [-73.94678905379277, 40.71098324712687], [-73.9468369635053, 40.711264586181535], [-73.94676453060694, 40.71127136327213], [-73.94672675099348, 40.711049514828964]]]]}",209471,3027870011,632 GRAND STREET,Potential Lead,HISTORICAL DATA,No,247.178531661,2091.09939775
37801,209917,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94664861147155, 40.711056825910205], [-73.94672675099348, 40.711049514828964], [-73.94676453060694, 40.71127136327213], [-73.94668638847321, 40.71127866087002], [-73.94664861147155, 40.711056825910205]]]]}",209472,3027870012,636 GRAND STREET,Potential Lead,HISTORICAL DATA,No,206.651169054,1778.78078267
38000,210579,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94974053564367, 40.71118997741416], [-73.94982526005259, 40.711181938591295], [-73.94987208323107, 40.71146497516008], [-73.94988311818243, 40.71153167360202], [-73.94987341934524, 40.71153259960693], [-73.94980022655335, 40.711539583592945], [-73.94979840158666, 40.71153975659576], [-73.94974053564367, 40.71118997741416]]]]}",210255,3027790037,541 GRAND STREET,Potential Lead,HISTORICAL DATA,No,304.206171111,3040.03222557
38007,210643,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94581323258137, 40.711569677422276], [-73.94584906769575, 40.71178976293688], [-73.9457514853841, 40.711799137237406], [-73.94571702582958, 40.71157892176722], [-73.94581323258137, 40.711569677422276]]]]}",210319,3027810028,669 GRAND STREET,Potential Lead,HISTORICAL DATA,No,215.745967721,2187.60502644
38026,210704,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94894779698883, 40.710844491548016], [-73.94903974506101, 40.71083583065129], [-73.94907515328103, 40.71104879014659], [-73.9489831681284, 40.71105758883326], [-73.94894779698883, 40.710844491548016]]]]}",210430,3027850029,570 GRAND STREET,Potential Lead,HISTORICAL DATA,No,207.848761793,2010.048476
38030,210727,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94814299237635, 40.71080159437962], [-73.94817477516291, 40.71079857847306], [-73.94821306954073, 40.710794945035325], [-73.94826598282381, 40.71112184620112], [-73.94819590650437, 40.711128495577775], [-73.94814299237635, 40.71080159437962]]]]}",210453,3027860015,590 GRAND STREET,Potential Lead,HISTORICAL DATA,No,279.156433254,2349.38242774
38031,210733,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94768184018521, 40.71089694884342], [-73.94771933811413, 40.71089343947838], [-73.94776274997295, 40.71088937807025], [-73.947807420632, 40.711165358113256], [-73.94772652818357, 40.71117303338481], [-73.94768184018521, 40.71089694884342]]]]}",210459,3027860021,608 GRAND STREET,Potential Lead,HISTORICAL DATA,No,247.853589361,2289.98110717
38042,210768,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94525539028211, 40.71119294679104], [-73.94535071000708, 40.711183892418376], [-73.94538633394255, 40.711401063935405], [-73.94529102682309, 40.71141024801701], [-73.94525539028211, 40.71119294679104]]]]}",210494,3027880008,676 GRAND STREET,Potential Lead,HISTORICAL DATA,No,212.783972438,2124.17514307
38043,210769,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94517019979037, 40.71120151152922], [-73.94525539028211, 40.71119294679104], [-73.94529102682309, 40.71141024801701], [-73.94520577487347, 40.71141838320849], [-73.94517019979037, 40.71120151152922]]]]}",210495,3027880009,678 GRAND STREET,Potential Lead,HISTORICAL DATA,No,207.052327782,1898.65341059
38044,210773,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94470793290648, 40.71117843635714], [-73.94478371772784, 40.71117119840512], [-73.94483014198558, 40.71145423053999], [-73.94475435685268, 40.711461462218786], [-73.94470793290648, 40.71117843635714]]]]}",210499,3027880014,696 GRAND STREET,Potential Lead,HISTORICAL DATA,No,250.181959103,2200.40817168
38045,210779,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94417469886649, 40.71122936404572], [-73.94425631969524, 40.71122156915307], [-73.94430273586838, 40.71150455737087], [-73.94422111233695, 40.71151234599146], [-73.94417469886649, 40.71122936404572]]]]}",210505,3027880020,714 GRAND STREET,Potential Lead,HISTORICAL DATA,No,253.411415468,2369.5181071
38052,210801,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94280780453488, 40.711360272121105], [-73.94289439278248, 40.71135213846777], [-73.94294103677888, 40.711633301109444], [-73.94285444817095, 40.71164143569806], [-73.94280780453488, 40.711360272121105]]]]}",210527,3027890016,754 GRAND STREET,Potential Lead,HISTORICAL DATA,No,254.873221717,2497.32101494
38053,210802,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94271801485952, 40.71136870668807], [-73.94280780453488, 40.711360272121105], [-73.94285444817095, 40.71164143569806], [-73.94276465693923, 40.71164987030057], [-73.94271801485952, 40.71136870668807]]]]}",210528,3027890017,756 GRAND STREET,Potential Lead,HISTORICAL DATA,No,256.662362415,2589.67322459
38054,210805,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94245656223045, 40.71139326650219], [-73.94254580992208, 40.711384883197724], [-73.94259245128667, 40.71166604687934], [-73.94250320440803, 40.71167443022021], [-73.94245656223045, 40.71139326650219]]]]}",210531,3027890020,766 GRAND STREET,Potential Lead,HISTORICAL DATA,No,256.358868427,2574.00550366
38062,210825,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94125276947055, 40.711505730226534], [-73.94125655200402, 40.711505368350316], [-73.94133707759156, 40.71149765781557], [-73.94134192410954, 40.71149719382049], [-73.94138558851583, 40.711776093488645], [-73.94129646056906, 40.71178481094459], [-73.94125276947055, 40.711505730226534]]]]}",210551,3027900015,800 GRAND STREET,Potential Lead,HISTORICAL DATA,No,254.55049694,2549.98562979
38063,210827,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94107791752735, 40.711591707195254], [-73.94106723945937, 40.71152349252842], [-73.94116009620043, 40.711514602456575], [-73.94116346686934, 40.71151427999543], [-73.94120718584136, 40.71179354266477], [-73.94111098863051, 40.711802950660385], [-73.94107791752735, 40.711591707195254]]]]}",210553,3027900017,804 GRAND STREET,Potential Lead,HISTORICAL DATA,No,258.774163465,2755.92046157
38266,211968,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9388630053328, 40.712501612578464], [-73.93892148766221, 40.71248705264495], [-73.93903300384466, 40.71275794218922], [-73.93897452011937, 40.71277250127758], [-73.9388630053328, 40.712501612578464]]]]}",211591,3029220037,879 GRAND STREET,Potential Lead,HISTORICAL DATA,No,240.961421418,1764.11551606
38267,211969,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93892148766221, 40.71248705264495], [-73.93898874479261, 40.712470310892336], [-73.93910025885428, 40.71274119947022], [-73.93905632535805, 40.712752136337485], [-73.93903300384466, 40.71275794218922], [-73.93892148766221, 40.71248705264495]]]]}",211592,3029220038,877 GRAND STREET,Potential Lead,HISTORICAL DATA,No,246.079018135,2028.73448366
38268,211970,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93898874479261, 40.712470310892336], [-73.93904944059852, 40.71245520185485], [-73.93916095606573, 40.71272608947463], [-73.93914513457099, 40.712730028050984], [-73.93910025885428, 40.71274119947022], [-73.93898874479261, 40.712470310892336]]]]}",211593,3029220039,875 GRAND STREET,Potential Lead,HISTORICAL DATA,No,242.251671117,1830.86581719
38269,211971,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93904944059852, 40.71245520185485], [-73.93912005347578, 40.71243762252603], [-73.9392315703827, 40.71270851187972], [-73.93916095606573, 40.71272608947463], [-73.93904944059852, 40.71245520185485]]]]}",211594,3029220040,873 GRAND STREET,Potential Lead,HISTORICAL DATA,No,248.037607912,2130.01607697
38270,211973,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93920101190851, 40.71241746865468], [-73.93929000646892, 40.71239531442754], [-73.93940159265166, 40.71266618564393], [-73.93931252792716, 40.71268835793002], [-73.93920101190851, 40.71241746865468]]]]}",211596,3029220042,869 GRAND STREET,Potential Lead,HISTORICAL DATA,No,258.781226302,2685.534183
38271,211975,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9393755469197, 40.71237402010142], [-73.93946510599055, 40.712351725556395], [-73.93957662297332, 40.71262261367768], [-73.93948706475918, 40.712644908309336], [-73.9393755469197, 40.71237402010142]]]]}",211598,3029220044,861 GRAND STREET,Potential Lead,HISTORICAL DATA,No,259.089712883,2701.48467597
38272,211976,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93946510599055, 40.712351725556395], [-73.93955167733534, 40.71233017409535], [-73.9396631946347, 40.71260106123307], [-73.93965633859914, 40.7126027695105], [-73.93957662297332, 40.71262261367768], [-73.93946510599055, 40.712351725556395]]]]}",211599,3029220045,857 GRAND STREET,Potential Lead,HISTORICAL DATA,No,257.346916191,2611.39220086
38275,211994,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93598215908118, 40.71319847196818], [-73.9360751691428, 40.71317600097801], [-73.93614906983721, 40.71336244771937], [-73.93604814245491, 40.71336494734585], [-73.93598215908118, 40.71319847196818]]]]}",211617,3029240043,967 GRAND STREET,Potential Lead,HISTORICAL DATA,No,189.348608786,1816.46014548
38276,211997,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93632907324671, 40.71311465841369], [-73.93642353076639, 40.713091837643745], [-73.93652692768325, 40.71335269612635], [-73.93642423386481, 40.713354743052236], [-73.93632907324671, 40.71311465841369]]]]}",211620,3029240047,955 GRAND STREET,Potential Lead,HISTORICAL DATA,No,246.582507673,2618.45245543
38305,212347,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9362124374138, 40.712630863749574], [-73.93633034342903, 40.7126001459582], [-73.93638733553867, 40.71258529832427], [-73.93650698297714, 40.712851969613496], [-73.93633065176142, 40.7128943448174], [-73.9362124374138, 40.712630863749574]]]]}",212046,3030190023,956 GRAND STREET,Potential Lead,HISTORICAL DATA,No,306.610453374,5229.98286908
