,Unnamed: 0,the_geom,objectid_1,tbbl,address,material,record_typ,city_owned,shape_leng,shape_area
60599,386440,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90557084758274, 40.647383612710726], [-73.9058537338556, 40.64720102320821], [-73.9059000963247, 40.64724258585316], [-73.90561723366999, 40.647425160179395], [-73.90557084758274, 40.647383612710726]]]]}",386269,3081460020,943 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,245.523735718,2044.4581869
60600,386453,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90364925172696, 40.64753305920561], [-73.90399114782427, 40.6473104281269], [-73.90403516661485, 40.647349866145305], [-73.90369326809397, 40.64757250005349], [-73.90364925172696, 40.64753305920561]]]]}",386331,3081470062,948 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,287.362243359,2354.02554701
60601,386454,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90358593001454, 40.64747632841546], [-73.90396201539139, 40.64723143374773], [-73.90402533482393, 40.647288166131425], [-73.90399114782427, 40.6473104281269], [-73.90364925172696, 40.64753305920561], [-73.90358593001454, 40.64747632841546]]]]}",386332,3081470063,952 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,328.863524366,3724.82965762
60602,386467,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9031988450886, 40.64789093057228], [-73.90315167758853, 40.64784851067007], [-73.90315530237385, 40.64784615256359], [-73.90343367510246, 40.64766510510163], [-73.90350416746837, 40.64772836714671], [-73.90322208230772, 40.64791183044614], [-73.9031988450886, 40.64789093057228]]]]}",386345,3081480007,947 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,266.293977554,3111.19405894
60603,386469,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9032955262026, 40.64797151193871], [-73.9035735866562, 40.647790666494664], [-73.90362478917808, 40.64783661603489], [-73.90334666358535, 40.64801750297103], [-73.9032955262026, 40.64797151193871]]]]}",386347,3081480010,943 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,246.866306352,2228.13493015
60607,386495,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90283019690519, 40.64679636923268], [-73.90310851100001, 40.64661665435658], [-73.90315575691831, 40.64665900230772], [-73.9030473299267, 40.64672875515889], [-73.9029891123785, 40.64676620725321], [-73.90293624128276, 40.64680022024815], [-73.90287700590068, 40.64683832700384], [-73.90283019690519, 40.64679636923268]]]]}",386373,3081660044,1000 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,242.810795282,2040.56607709
60611,386524,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90339899667254, 40.64848788852067], [-73.90367215257193, 40.64831023376619], [-73.9037202287395, 40.64835347098298], [-73.90344707279111, 40.648531125850766], [-73.90339899667254, 40.64848788852067]]]]}",386402,3081480048,540 EAST 99 STREET,Potential Lead,HISTORICAL DATA,No,240.632661851,2057.51751379
60647,386790,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90443395122546, 40.645686432819666], [-73.90471188660469, 40.645507346798375], [-73.90474370983068, 40.645535930404776], [-73.90480765154797, 40.64559336348808], [-73.90461506844014, 40.645717452957236], [-73.90452971488533, 40.64577244973817], [-73.90443395122546, 40.645686432819666]]]]}",386668,3081640048,1014 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,284.227597781,4151.02386023
60648,386795,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90366801259387, 40.644998439690575], [-73.90394425262363, 40.64482044822138], [-73.90400153846181, 40.644871904860324], [-73.90372529955268, 40.64504989736768], [-73.90366801259387, 40.644998439690575]]]]}",386673,3081640067,1052 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,249.977005161,2468.06190176
60649,386798,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9034922854364, 40.64484059354322], [-73.90369862321941, 40.64470764195015], [-73.90376852528163, 40.644662602493014], [-73.903824721056, 40.64471307944532], [-73.90354848115192, 40.64489107062956], [-73.9034922854364, 40.64484059354322]]]]}",386676,3081640070,1060 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,249.040882177,2421.07795038
60650,386815,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90286453067891, 40.64502645346234], [-73.9031896821211, 40.644815936951275], [-73.90326321636141, 40.64488187626782], [-73.90293708382484, 40.645093028823894], [-73.90290560853693, 40.64506487545698], [-73.90283783756786, 40.645108751818455], [-73.90284237660451, 40.645095485611634], [-73.90285115427004, 40.64506903038826], [-73.90286064748496, 40.64503912137931], [-73.90286453067891, 40.64502645346234]]]]}",386693,3081650009,1055 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,337.768272622,3961.68988523
60651,386818,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90310834703446, 40.645246210070255], [-73.90307635680794, 40.64521759885348], [-73.90340228360981, 40.64500657900914], [-73.9034736481219, 40.645070572147226], [-73.90314782655386, 40.64528152294107], [-73.90310834703446, 40.645246210070255]]]]}",386696,3081650014,1049 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,298.556042472,3630.68607181
60652,386819,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90321462670356, 40.645341270050956], [-73.90316374612604, 40.64529576273908], [-73.90314782655386, 40.64528152294107], [-73.9034736481219, 40.645070572147226], [-73.9035650624805, 40.64515254469873], [-73.90323937807091, 40.645363406713784], [-73.90321462670356, 40.645341270050956]]]]}",386697,3081650015,1047 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,315.65667966,4649.04101474
60653,386821,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90331317886773, 40.64542941645847], [-73.90363875449965, 40.645218623484745], [-73.90370078351974, 40.64527424464113], [-73.9033752977495, 40.64548497843048], [-73.90331317886773, 40.64542941645847]]]]}",386699,3081650019,1043 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,290.301780761,3152.38369157
60675,387034,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90135288594004, 40.6454620578139], [-73.90153093686752, 40.64534798412906], [-73.90158933498823, 40.64540023537653], [-73.90141120710177, 40.64551435861369], [-73.90135288594004, 40.6454620578139]]]]}",387254,3081850143,1052 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,179.158910473,1614.47926209
60723,387358,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90265975022648, 40.644100633615686], [-73.90276044239519, 40.64403601473331], [-73.90276818058463, 40.644080274564985], [-73.9028205891722, 40.64404664126672], [-73.90283428274844, 40.64413441558625], [-73.90284290390613, 40.644264886411484], [-73.90265975022648, 40.644100633615686]]]]}",387187,3081830049,1098 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,230.136075764,2007.64629761
60729,387379,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90225725118383, 40.64440937093806], [-73.9023704300559, 40.64433565246363], [-73.90243331840585, 40.644294690812885], [-73.90250446058155, 40.64424835282482], [-73.90253437579192, 40.644228866644774], [-73.90257941771648, 40.64426921562733], [-73.90230229188315, 40.64444971822629], [-73.90225725118383, 40.64440937093806]]]]}",387208,3081840029,1097 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,240.969022674,1952.49644469
60730,387381,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90235364458199, 40.64449571890924], [-73.90263076928657, 40.6443152152859], [-73.9026777960664, 40.64435734083227], [-73.90240067131292, 40.64453784546855], [-73.90235364458199, 40.64449571890924]]]]}",387210,3081840031,1091 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,242.669737441,2038.55303181
60731,387382,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90240067131292, 40.64453784546855], [-73.9026777960664, 40.64435734083227], [-73.90272526212024, 40.64439986115783], [-73.90251468480238, 40.64453702004236], [-73.90244813731968, 40.644580365007116], [-73.90240067131292, 40.64453784546855]]]]}",387211,3081840032,1089 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,243.046306666,2057.60877185
60732,387384,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90251468480238, 40.64453702004236], [-73.90272526212024, 40.64439986115783], [-73.90277186987464, 40.644441610794495], [-73.90256135050699, 40.64457873109049], [-73.90251468480238, 40.64453702004236]]]]}",387213,3081840034,1085 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,193.690509085,1534.97717415
60733,387385,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90256135050699, 40.64457873109049], [-73.90277186987464, 40.644441610794495], [-73.90281795936065, 40.64448289800804], [-73.90260743995742, 40.64462001838778], [-73.90256135050699, 40.64457873109049]]]]}",387214,3081840035,1083 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,193.226379729,1517.74537011
60783,388129,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90121633342565, 40.642801469807274], [-73.90135872753754, 40.64270944194529], [-73.90139385267122, 40.64274093979894], [-73.90125144197373, 40.64283297849611], [-73.90121633342565, 40.642801469807274]]]]}",387932,3082030052,1158 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,133.768087753,780.355087891
60784,388132,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90080455633971, 40.64243190352671], [-73.90108412643755, 40.64225122199639], [-73.90114244576718, 40.64230352115107], [-73.90086284720861, 40.64248422080809], [-73.90080455633971, 40.64243190352671]]]]}",387935,3082030058,1180 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,253.508517746,2543.85826542
60785,388137,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90042416557654, 40.64209050415004], [-73.90071421953796, 40.641903047179994], [-73.90076264709782, 40.64194647238046], [-73.90047256705131, 40.64213394565849], [-73.90042416557654, 40.64209050415004]]]]}",387940,3082030070,1198 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,252.656811687,2191.49468891
60786,388138,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9003532842166, 40.64202688682914], [-73.90064330260145, 40.6418394525189], [-73.90071421953796, 40.641903047179994], [-73.90042416557654, 40.64209050415004], [-73.9003532842166, 40.64202688682914]]]]}",387941,3082030071,1200 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,271.916980377,3208.97117226
60787,388139,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90028333448836, 40.64196410595343], [-73.90052205327892, 40.64180982688418], [-73.90057331729652, 40.641776695201145], [-73.90064330260145, 40.6418394525189], [-73.9003532842166, 40.64202688682914], [-73.90028333448836, 40.64196410595343]]]]}",387942,3082030072,1202 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,271.091635488,3166.37836736
60788,388146,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89936773420925, 40.641797959581154], [-73.89963238621633, 40.641626049471036], [-73.89970662047155, 40.64169271121675], [-73.89944349179986, 40.641862553436056], [-73.89936773420925, 40.641797959581154]]]]}",387949,3082040006,1231 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,255.64568116,3046.78054644
60789,388152,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90000363021467, 40.642434833554354], [-73.89995817683361, 40.64239401762604], [-73.90026619609652, 40.64219519666], [-73.9003284330788, 40.64225108279071], [-73.9000204125597, 40.642449904821774], [-73.90000363021467, 40.642434833554354]]]]}",387955,3082040019,1197 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,277.490511852,2991.60428044
60790,388155,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90016965040856, 40.642529941114375], [-73.90044270094938, 40.64235369053908], [-73.90049603992702, 40.64240158757549], [-73.90022298814895, 40.64257783827544], [-73.90016965040856, 40.642529941114375]]]]}",387958,3082040023,1189 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,244.415872565,2272.83794619
60791,388157,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9003004164403, 40.642647366050596], [-73.90057346711622, 40.6424711151671], [-73.90061626689715, 40.642509545785316], [-73.90034321499489, 40.6426857967686], [-73.9003004164403, 40.642647366050596]]]]}",387960,3082040026,1183 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,235.371636025,1823.67802412
60792,388158,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90021998445805, 40.642681217034074], [-73.90016171048809, 40.64262888863614], [-73.9000451604579, 40.642524231748695], [-73.9000789200273, 40.64250244061482], [-73.90011388776557, 40.64247986977051], [-73.90016965040856, 40.642529941114375], [-73.90022298814895, 40.64257783827544], [-73.9003004164403, 40.642647366050596], [-73.90034321499489, 40.6426857967686], [-73.90061626689715, 40.642509545785316], [-73.90063798675168, 40.64252904998111], [-73.90029620745537, 40.642749662242174], [-73.90021998445805, 40.642681217034074]]]]}",387961,3082040027,1181 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,464.051621743,3618.02709644
60793,388161,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90055401523503, 40.64298116122035], [-73.9008957936826, 40.64276054819768], [-73.90101117899567, 40.642864156813246], [-73.90066939921542, 40.64308477107595], [-73.90055401523503, 40.64298116122035]]]]}",387964,3082040033,1169 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,347.650336204,6154.09706752
60810,388551,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89229555251812, 40.63809276518868], [-73.89257883223156, 40.637909899646516], [-73.89262814875796, 40.63795410537728], [-73.89234485716082, 40.63813697733259], [-73.89229555251812, 40.63809276518868]]]]}",390637,3082630012,1447 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,248.380866325,2178.12673171
60875,389796,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89620977757963, 40.63903056623076], [-73.89617604514447, 40.639000283735236], [-73.89648723237129, 40.638799498140855], [-73.8965551341356, 40.638860453258296], [-73.89624394446454, 40.639061239033], [-73.89620977757963, 40.63903056623076]]]]}",389499,3082420018,1373 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,284.615527791,3296.50165977
60876,389804,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89666321404903, 40.639488819291024], [-73.896602420526, 40.63943424631003], [-73.89667017777053, 40.639390528474145], [-73.8967309701271, 40.63944510141851], [-73.897007587099, 40.63926662165385], [-73.89707647081546, 40.6393284571462], [-73.89683941706969, 40.63948141043673], [-73.89673209767435, 40.639550655888684], [-73.89666321404903, 40.639488819291024]]]]}",389507,3082420027,1347 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,361.749312838,4343.38750284
60893,389889,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8942975539491, 40.63989222420439], [-73.8942336349634, 40.63983481856829], [-73.8942957839382, 40.6397946720344], [-73.89436613470593, 40.63974922534109], [-73.89443831839793, 40.639702595204035], [-73.89441485771893, 40.63968152492902], [-73.89448971687294, 40.63963316551758], [-73.89457864448849, 40.63971285657826], [-73.89429898940381, 40.63989351326624], [-73.8942975539491, 40.63989222420439]]]]}",389592,3082440010,1341 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,279.698007382,3127.28294935
60894,389952,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89358230994763, 40.64035080048487], [-73.89353443005766, 40.64030785633352], [-73.8935294638091, 40.640303409474434], [-73.89358582142401, 40.64026748770178], [-73.89364180858422, 40.64023180329578], [-73.8936959034928, 40.64019732560996], [-73.89375189290534, 40.6401616375502], [-73.89380534277106, 40.64012757075399], [-73.89386037050063, 40.64017690517142], [-73.89358448437686, 40.64035275031999], [-73.89358230994763, 40.64035080048487]]]]}",389655,3082450011,1163 EAST 99 STREET,Potential Lead,HISTORICAL DATA,No,246.836460987,2354.56941393
60904,390367,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89475177707122, 40.637661604277085], [-73.89473671109276, 40.63764808809833], [-73.89501113423675, 40.63747267105983], [-73.89507748462351, 40.63753219652029], [-73.8948030614091, 40.6377076137161], [-73.89475177707122, 40.637661604277085]]]]}",390469,3082610024,1439 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,255.750130611,2828.62140126
60934,390712,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8949158836492, 40.63714449960687], [-73.89527615358196, 40.63691302466724], [-73.89531258967759, 40.636943754753005], [-73.8953373856959, 40.63696466847638], [-73.89497496098218, 40.63719747981038], [-73.8949158836492, 40.63714449960687]]]]}",390439,3082600063,1454 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,313.061960014,3323.42170415
60935,390715,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89475104791713, 40.63699667446424], [-73.8951054271246, 40.636769031777575], [-73.89516218121156, 40.63681689931986], [-73.8951657995473, 40.636819949976726], [-73.89480932583538, 40.63704893810927], [-73.89475104791713, 40.63699667446424]]]]}",390442,3082600066,1466 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,308.053108076,3223.75559584
60936,390716,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89469167583317, 40.63694342912145], [-73.89504392148663, 40.63671715706082], [-73.8951054271246, 40.636769031777575], [-73.89475104791713, 40.63699667446424], [-73.89469167583317, 40.63694342912145]]]]}",390443,3082600067,1468 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,307.456863543,3264.76686377
60938,390739,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89461015499307, 40.637534548154186], [-73.89456269553273, 40.637491970412654], [-73.89483711849218, 40.63731655378644], [-73.89489731612038, 40.63737055894402], [-73.89462289191488, 40.63754597571182], [-73.89461015499307, 40.637534548154186]]]]}",390466,3082610021,1449 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,250.473498865,2566.30151602
60939,390740,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89465739967282, 40.63757693386835], [-73.89462289191488, 40.63754597571182], [-73.89489731612038, 40.63737055894402], [-73.89495617876321, 40.63742336876136], [-73.89468175685951, 40.637598785670775], [-73.89465739967282, 40.63757693386835]]]]}",390467,3082610022,1445 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,249.330303011,2509.48259259
60977,391432,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89364797948507, 40.63599658353364], [-73.89396708425316, 40.63578881678579], [-73.89401582776418, 40.635830196473904], [-73.8936951396804, 40.63603899388775], [-73.89364797948507, 40.63599658353364]]]]}",391308,3082790059,1508 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,274.097326275,2365.10740317
60978,391433,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89360062812392, 40.63595400278479], [-73.89391814365929, 40.63574727119941], [-73.89396708425316, 40.63578881678579], [-73.89364797948507, 40.63599658353364], [-73.89360062812392, 40.63595400278479]]]]}",391309,3082790060,1510 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,273.10224073,2362.86079219
60979,391436,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89335924749444, 40.63573693585676], [-73.89366865949155, 40.635535480788505], [-73.89372883675726, 40.635586567067215], [-73.89341746987934, 40.63578929381899], [-73.89335924749444, 40.63573693585676]]]]}",391312,3082790065,1524 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,276.65656406,2833.10899524
60980,391438,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89324280181808, 40.635632218941254], [-73.89354830523521, 40.63543330903631], [-73.8936084823165, 40.6354843953786], [-73.89330102401885, 40.635684577863586], [-73.89324280181808, 40.635632218941254]]]]}",391314,3082790067,1530 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,273.802988498,2797.45019862
60981,391440,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89309142333902, 40.635496087223636], [-73.89339184430644, 40.63530048601789], [-73.89348812824443, 40.635382223562814], [-73.89318457970728, 40.6355798608897], [-73.89309142333902, 40.635496087223636]]]]}",391316,3082790070,1536 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,300.524937673,4410.26602391
60982,391443,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89290161033509, 40.63532539088695], [-73.89319566019856, 40.635133939253826], [-73.89324380189771, 40.63517480811932], [-73.89294818766069, 40.63536727780667], [-73.89290161033509, 40.63532539088695]]]]}",391319,3082790075,1548 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,255.295302949,2152.89338081
60984,391454,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.892427725958, 40.635582297233455], [-73.89240794651597, 40.63556456010301], [-73.89267867107478, 40.63538828873834], [-73.89272882856358, 40.63543326606954], [-73.8924581039548, 40.6356095375514], [-73.892427725958, 40.635582297233455]]]]}",391330,3082800013,1549 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,240.691553798,2125.2931448
60985,391458,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8927401969908, 40.635862493146654], [-73.89268866757229, 40.63581628623375], [-73.89295939241222, 40.63564001331247], [-73.89304001236944, 40.63571230460451], [-73.89276928744917, 40.63588857771418], [-73.8927401969908, 40.635862493146654]]]]}",391334,3082800019,1535 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,266.807836515,3415.99793945
60986,391461,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8929035110748, 40.63600893748203], [-73.8931742373108, 40.635832664059734], [-73.89324510418767, 40.6358962093035], [-73.89297437906451, 40.63607248199193], [-73.8929035110748, 40.63600893748203]]]]}",391337,3082800023,1523 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,258.445738808,3002.72224045
60987,391463,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89304363241394, 40.636134580522416], [-73.89331435642552, 40.63595830677044], [-73.89338406914372, 40.63602081796059], [-73.89311334388069, 40.63619709187439], [-73.89304363241394, 40.636134580522416]]]]}",391339,3082800025,1517 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,257.456208114,2953.82722882
60988,391464,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89311334388069, 40.63619709187439], [-73.89338406914372, 40.63602081796059], [-73.89343784077188, 40.63606903299584], [-73.89316711427325, 40.636245307034244], [-73.89311334388069, 40.63619709187439]]]]}",391340,3082800026,1513 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,243.788691598,2278.33308479
60989,391465,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89317891348222, 40.636255886493714], [-73.89316711427325, 40.636245307034244], [-73.89343784077188, 40.63606903299584], [-73.89349033528619, 40.636116104963904], [-73.89321960991873, 40.63629237822547], [-73.89317891348222, 40.636255886493714]]]]}",391341,3082800027,1511 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,242.694891557,2224.28192035
60990,391466,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89324351881477, 40.63631381748221], [-73.89321960991873, 40.63629237822547], [-73.89349033528619, 40.636116104963904], [-73.89354165774317, 40.636162124015556], [-73.89327093232308, 40.636338398297625], [-73.89324351881477, 40.63631381748221]]]]}",391342,3082800028,1509 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,241.688986734,2174.58029895
60991,391467,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89330116699796, 40.636365510383186], [-73.89327093232308, 40.636338398297625], [-73.89354165774317, 40.636162124015556], [-73.89359793794425, 40.63621258989484], [-73.89332721128612, 40.63638886430735], [-73.89330116699796, 40.636365510383186]]]]}",391343,3082800029,1505 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,245.940141219,2384.66288896
60992,391470,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89346593189875, 40.63651325200386], [-73.8934334791143, 40.63648415226093], [-73.89370420469626, 40.63630787759893], [-73.89375694157017, 40.63635516579235], [-73.89348621593732, 40.63653143967709], [-73.89346593189875, 40.63651325200386]]]]}",391346,3082800032,1497 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,242.901538158,2234.50667777
60993,391474,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89361673921292, 40.63664847765989], [-73.89370185556245, 40.63658636559728], [-73.89388314232309, 40.636468326346424], [-73.89394296309183, 40.63652196515082], [-73.89367116428004, 40.636697278524316], [-73.89361673921292, 40.63664847765989]]]]}",391350,3082800036,1487 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,246.719389155,2481.65682748
60994,391475,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89367116428004, 40.636697278524316], [-73.89394296309183, 40.63652196515082], [-73.89399340794601, 40.63656719703533], [-73.89372160908107, 40.636742511427684], [-73.89367116428004, 40.636697278524316]]]]}",391351,3082800037,1485 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,240.936312085,2137.3881282
61007,391514,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89146371387311, 40.636583051890675], [-73.89174099837643, 40.636403984720864], [-73.89178870189141, 40.63644682771631], [-73.89181446115445, 40.63646996198832], [-73.89153722153883, 40.63664900146028], [-73.89146371387311, 40.636583051890675]]]]}",391390,3082810069,1506 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,264.804427961,3179.82025305
61008,391519,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89120453721426, 40.636350521541], [-73.89148197646404, 40.63617135427982], [-73.89152858899098, 40.636213217490074], [-73.89125117809175, 40.63639236687942], [-73.89120453721426, 40.636350521541]]]]}",391395,3082810075,1518 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,241.882533669,2018.80836375
61009,391520,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89111216451231, 40.636267645737284], [-73.89128022615418, 40.636159112948185], [-73.8913364201339, 40.63612282379652], [-73.89138965810145, 40.6360884418274], [-73.89148197646404, 40.63617135427982], [-73.89120453721426, 40.636350521541], [-73.89111216451231, 40.636267645737284]]]]}",391396,3082810076,1520 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,281.134072092,3998.91827861
61010,391525,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89063448795228, 40.63643837937576], [-73.89057756686708, 40.63640513927564], [-73.89052318961949, 40.63637338652596], [-73.89072477179145, 40.63624390255073], [-73.89084146072152, 40.636348461049835], [-73.89066957784269, 40.636458869848134], [-73.89063448795228, 40.63643837937576]]]]}",391401,3082820008,1531 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,236.77552283,3389.55688647
61011,391526,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89075069340069, 40.636506238630766], [-73.89068942389875, 40.63647045949225], [-73.89066957784269, 40.636458869848134], [-73.89084146072152, 40.636348461049835], [-73.89096209596907, 40.63645655590952], [-73.89082091467778, 40.636547244747334], [-73.89075069340069, 40.636506238630766]]]]}",391402,3082820010,1525 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,218.270084774,2937.47221161
61012,391527,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8908263969166, 40.6366709876436], [-73.89078283916243, 40.63663193937474], [-73.89074369364651, 40.636596847661934], [-73.89082091467778, 40.636547244747334], [-73.89096209596907, 40.63645655590952], [-73.89107772803848, 40.63656016401591], [-73.89085929012488, 40.63670047576414], [-73.8908263969166, 40.6366709876436]]]]}",391403,3082820012,1519 EAST 98 STREET,Potential Lead,HISTORICAL DATA,No,257.682200219,3928.70622175
61034,392619,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8909322066901, 40.633203454962405], [-73.89100188281417, 40.63326280946238], [-73.89076749218665, 40.633413915793184], [-73.89069986319926, 40.63335324023442], [-73.8909322066901, 40.633203454962405]]]]}",392394,3082980001,1648 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,227.714532486,2460.70265988
61040,392650,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89229261406105, 40.63478221570705], [-73.89257319918549, 40.63460132694425], [-73.89262300171423, 40.63464390140776], [-73.8923414983802, 40.63482607177169], [-73.89229261406105, 40.63478221570705]]]]}",392425,3082980049,1570 EAST 96 STREET,Potential Lead,HISTORICAL DATA,No,246.273485096,2133.89989602
